OBJECTID,YEAR,DEPT_ID,DEPT_RBD,SEC_LNT_MI,CORR_ID,CORR_RBD,CORRIDOR,CORR_MP,CORR_ENDMP,CORR_MIOFF,CORR_ENDMI,SITE_ID,TYC_CCS,TYC_REMARK,TYC_ACTEST,TYC_AADT,TYC_MC_NUM,TYC_RV_NUM,BUS_NUM,COMM_NUM,LG_TRK_NUM,TYC_MC,TYC_RV,TYC_BUS,TYC_COMM,TYC_LG_TRK,FACTOR_GRP,TYC_VC_GRP,FUT_FACT,TYC_DHV,FLEXESAL_P,FLEXESAL_N,RESAL_P,RESAL_N,ONE_WAY,NUM_LANES,COIN_RT,CNTY_NM,JCT_DESC,LINK_DESC,PCT_DH_SU,PCT_DH_CU,GlobalID,created_user,created_date,last_edited_user,last_edited_date
8245,2024,R090E392OFA,A,0.225,C229093,A,C229093A,000+0.000,000+0.225,0,0.225,48-2-046, , ,E,100,0, ,0,0,0,0, ,0,0,0,RMA_RMC_345,0,11,155,0,0,0,0,Yes,1, ,STILLWATER,JCT I-90,ENT R090E392OFAA/BEGIN ONEWAY ROADWAY/,0,0,{123D3AAF-7363-4D2A-B892-267C7943DB1B},,,,
8246,2024,R090W179ONA,A,0.309,C229199,A,C229199A,000+0.000,000+0.309,0,0.309,39-3-041, , ,E,211,0, ,0,0,0,0, ,0,0,0,RMA_RMC_12,0,14,147,0,0,0,0,Yes,1, ,POWELL,JCT BECK HILL RD,ENT R090W179ONAA/BEGIN ONEWAY ROADWAY/,0,0,{71FB2E85-09FB-4211-BF58-5616FCA1B371},,,,
8247,2024,R090W434OFA,A,0.327,C229289,A,C229289A,000+0.000,000+0.327,0,0.327,56-4-045, , ,A,6988,0, ,0,0,0,0, ,0,0,0,UPA,0,12,103,0,0,0,0,Yes,1, ,YELLOWSTONE, ,ENT R090W434OFAA/BEGIN ONEWAY ROADWAY,0,0,{EE888079-C5C7-489E-BF1F-6CCDAEA4D1D9},,,,
8248,2024,L-14-1613,A,1.402,C473030,A,C473030A,000+0.000,001+0.402,0,1.402,398661U, , ,E,25,0, ,0,0,0,0, ,0,0,0,RMA_RMC_345,0,11,155,0,0,0,0, ,2, ,FERGUS,JCT DANVERS RD,ENT L-14-1613A/,0,0,{8C711D90-A23E-4F92-90F0-08613CBEF7D9},,,,
8249,2024,R090W089OFA,A,0.278,C229176,A,C229176A,000+0.000,000+0.278,0,0.278,32-3-051, , ,E,2063,0, ,0,0,0,0, ,0,0,0,RMA_RMC_12,0,14,147,0,0,0,0,Yes,1, ,MISSOULA, ,ENT R090W089OFAA/BEGIN ONEWAY ROADWAY,0,0,{B465FB4A-5088-4E8D-9842-4701DA0B16C1},,,,
8250,2024,R090W333OFA,A,0.27,C229265,A,C229265A,000+0.000,000+0.270,0,0.27,34-2-016, , ,A,1398,0, ,0,0,0,0, ,0,0,0,UPA,0,12,103,0,0,0,0,Yes,1, ,PARK, ,ENT R090W333OFAA/BEGIN ONEWAY ROADWAY,0,0,{16CD2B06-158B-4A6D-9253-85E44B459579},,,,
8251,2024,R090W211ONA,A,0.257,C229246,A,C229246A,000+0.000,000+0.257,0,0.257,47-1-025, , ,A,134,0, ,0,0,0,0, ,0,0,0,RMA_RMC_12,0,14,147,0,0,0,0,Yes,1, ,SILVER BOW,JCT S BOSSARD RD,ENT R090W211ONAA/BEGIN ONEWAY ROADWAY/,0,0,{52FBFF1A-C540-4981-B746-F6539C10C2CF},,,,
8252,2024,L-56-4736,A,0.048,C247156,A,C247156A,000+0.000,000+0.048,0,0.048,087361W, , ,A,12,0, ,0,0,0,0, ,0,0,0,RMA_RMC_345,0,11,155,0,0,0,0, ,2, ,YELLOWSTONE,JCT X-56788,ENT L-56-4736A/,0,0,{98ED5CFA-4ABE-466F-A406-0DBD6D92CD22},,,,
8253,2024,L-32-5519,A,0.25,C232032,A,C232032A,000+0.000,000+0.250,0,0.25,060240V, , ,A,603,0, ,0,0,0,0, ,0,0,0,UMA_UC,0,13,116,0,0,0,0, ,2, ,MISSOULA,JCT CALIFORNIA ST,ENT L-32-5519A/,0,0,{1ADEB008-217A-46FB-A297-3EF9F53B1FA9},,,,
8254,2024,R090E443OFA,A,0.361,C229078,A,C229078A,000+0.000,000+0.361,0,0.361,56-4-075, , ,A,3971,11, ,46,547,272,3, ,12,138,68,UPA,7000,27,93,247,247,352,352,Yes,1, ,YELLOWSTONE,JCT I-90/US-212,ENT R090E443OFAA/BEGIN ONEWAY ROADWAY/,0,0,{52ED8EED-23E3-454E-96A9-3B716DD3E20F},,,,
8255,2024,L-23-792,A,0.062,C246381,A,C246381A,000+0.000,000+0.062,0,0.062,398699R, , ,E,8,0, ,0,0,0,0, ,0,0,0,RMA_RMC_345,0,11,155,0,0,0,0, ,1, ,JUDITH BASIN,JCT ARROW CREEK BACK,ENT L-23-792A/,0,0,{4E2EA813-9179-4ACD-AA48-C98FC3257CC8},,,,
8256,2024,R090W455ONA,A,0.443,C229332,A,C229332A,000+0.000,000+0.443,0,0.443,56-4-043, , ,A,6127,0, ,0,0,0,0, ,0,0,0,UMA_UC,0,13,116,0,0,0,0,Yes,1, ,YELLOWSTONE,JCT JOHNSON LANE,ENT R090W455ONAA/BEGIN ONEWAY ROADWAY/,0,0,{BEBC6C29-84BA-45CF-9A8B-9832E40D70F5},,,,
8257,2024,L-3-3007,A,0.068,C245785,A,C245785A,000+0.000,000+0.068,0,0.068,059451V, , ,E,1,0, ,0,0,0,0, ,0,0,0,RMA_RMC_345,0,11,155,0,0,0,0, ,2, ,BLAINE,JCT S-396,ENT L-3-3007A/,0,0,{88ED6165-4663-45FB-8D85-57F150548921},,,,
8258,2024,R090W047ONA,A,0.227,C229192,A,C229192A,000+0.000,000+0.227,0,0.227,31-2-037, , ,E,912,0, ,0,0,0,0, ,0,0,0,RMA_RMC_12,0,14,147,0,0,0,0,Yes,1, ,MINERAL,JCT RIVER ST,ENT R090W047ONAA/BEGIN ONEWAY ROADWAY/,0,0,{F90DEEE2-B420-4AE5-B2B6-457724E0B11A},,,,
8259,2024,L-27-1598,A,0.232,C246655,A,C246655A,000+0.000,000+0.232,0,0.232,059181Y, , ,E,4,0, ,0,0,0,0, ,0,0,0,RMA_RMC_12,0,14,147,0,0,0,0, ,1, ,LINCOLN,JCT FORTINE CRK RD,ENT L-27-1598A/,0,0,{9D0B729E-3853-4E86-B761-5833EEF42E1A},,,,
8260,2024,L-2-2378,A,0.031,C245780,A,C245780A,000+0.000,000+0.031,0,0.031,103855K, , ,E,12,0, ,0,0,0,0, ,0,0,0,RMA_RMC_345,0,11,155,0,0,0,0, ,1, ,BIG HORN,JCT S-451,ENT L-2-2378A/,0,0,{1B273F31-B4E0-4CFE-9D71-D0AFAC4A09BC},,,,
8261,2024,R090W456OFA,A,0.357,C229331,A,C229331A,000+0.000,000+0.357,0,0.357,56-4-038, , ,E,17,0, ,0,0,0,0, ,0,0,0,UI,0,14,105,0,0,0,0,Yes,1, ,YELLOWSTONE, ,ENT R090W456OFAA/BEGIN ONEWAY ROADWAY,0,0,{42E17EC7-01A0-4C20-99DE-73688BF18356},,,,
8262,2024,R090E305OFA,A,0.469,C229076,A,C229076A,000+0.000,000+0.469,0,0.469,16-3-070, , ,A,7207,0, ,0,0,0,0, ,0,0,0,UPA,0,12,103,0,0,0,0,Yes,1, ,GALLATIN,JCT I-90,ENT R090E305OFAA/BEGIN ONEWAY ROADWAY/,0,0,{04017783-E919-41D0-88D5-CEC9FD816646},,,,
8263,2024,R090E065OFA,A,0.144,C325895,A,C325895A,000+0.000,000+0.144,0,0.144,31-2-049, , ,E,39,0, ,0,0,0,0, ,0,0,0,RMA_RMC_12,0,14,147,0,0,0,0,Yes,1, ,MINERAL,JCT I-90,ENT R090E065OFAA/BEGIN ONEWAY ROADWAY/,0,0,{3AAC6EB4-4C42-47C9-A48B-F6C4AA44596B},,,,
8264,2024,L-56-986,A,0.774,C561029,A,C561029A,000+0.000,000+0.774,0,0.774,56-4A-326, , ,E,4012,80, ,81,675,163,20, ,20,168,41,UMA_UC,8226,10,119,98,98,117,117, ,2, ,YELLOWSTONE,JCT U-1028 (HARDIN RD),ENT L-56-986A/,12.963,1.44,{0B4C882D-3DCB-4A41-AEDD-3367302E8458},,,,
8265,2024,L-56-4692,A,0.532,C247112,A,C247112A,000+0.036,000+0.568,0.036,0.568,56-4A-350, , ,E,10154,5, ,88,65,3,0, ,9,6,0,UMA_UC,9219,13,126,48,48,61,61, ,2, ,YELLOWSTONE, ,BEGIN 2 LANES,1.567,0,{910D9C1F-F7C0-4B27-8C0D-61DFBDBB4A91},,,,
8266,2024,R090W000OFA,A,0.154,C229156,A,C229156A,000+0.000,000+0.154,0,0.154,31-1-032, , ,E,196,0, ,0,0,0,0, ,0,0,0,RMA_RMC_12,0,14,147,0,0,0,0,Yes,1, ,MINERAL, ,ENT R090W000OFAA/BEGIN ONEWAY ROADWAY,0,0,{15D69DB8-DC22-4116-AD16-790D2F98ED4A},,,,
8267,2024,R090E306ONA,A,0.249,C229073,A,C229073A,000+0.000,000+0.249,0,0.249,16-3-076, , ,A,2340,0, ,0,0,0,0, ,0,0,0,UPA,0,12,103,0,0,0,0,Yes,1, ,GALLATIN,JCT N 7TH AVE,ENT R090E306ONAA/BEGIN ONEWAY ROADWAY/,0,0,{B4B08A52-D4DD-4006-9305-3B073370D0D5},,,,
8268,2024,R090W340ONA,A,0.15,C229260,A,C229260A,000+0.000,000+0.150,0,0.15,34-2-041, , ,E,1218,0, ,0,0,0,0, ,0,0,0,RMA_RMC_12,0,14,147,0,0,0,0,Yes,1, ,PARK,JCT US-89,ENT R090W340ONAA/BEGIN ONEWAY ROADWAY/,0,0,{B857744C-3820-4F8C-A6A7-F4AB46B55BBD},,,,
8269,2024,L-56-4808,A,0.056,C248635,A,C248635A,000+0.000,000+0.056,0,0.056,56-4A-392, , ,E,1624,15, ,6,103,50,9, ,4,63,31,UMA_UC,9248,13,103,40,40,57,57, ,2, ,YELLOWSTONE,JCT U-1028,ENT L-56-4808A/,5.488,0,{155A1385-9220-480A-9F03-06FC3B181860},,,,
8270,2024,R090W216OFA,A,0.246,C229245,A,C229245A,000+0.000,000+0.246,0,0.246,47-1-042, , ,A,330,0, ,0,0,0,0, ,0,0,0,RMA_RMC_12,0,14,147,0,0,0,0,Yes,1, ,SILVER BOW, ,ENT R090W216OFAA/BEGIN ONEWAY ROADWAY,0,0,{A27AD9D7-71D4-4692-B844-2A72A747D14E},,,,
8271,2024,R090E432OFA,A,0.326,C473684,A,C473684A,000+0.000,000+0.326,0,0.326,56-4-031, , ,A,374,0, ,0,0,0,0, ,0,0,0,UMA_UC,0,13,116,0,0,0,0,Yes,1, ,YELLOWSTONE,JCT I-90 (EB),ENT R090E432OFAA/BEGIN ONEWAY ROADWAY/,0,0,{F1FAA3C1-F391-48DB-9A59-42C36ABEB9DA},,,,
8272,2024,R090W208OFA,A,0.483,C229249,A,C229249A,000+0.000,000+0.483,0,0.483,12-1-015, , ,E,2401,0, ,0,0,0,0, ,0,0,0,RMA_RMC_12,0,14,147,0,0,0,0,Yes,1, ,DEER LODGE, ,ENT R090W208OFAA/BEGIN ONEWAY ROADWAY,0,0,{4188EDDE-7C0C-4A57-900F-05BFB41E2D14},,,,
8273,2024,R090E309OFA,A,0.263,C229072,A,C229072A,000+0.000,000+0.263,0,0.263,16-3-064, , ,A,4071,0, ,0,0,0,0, ,0,0,0,UPA,0,12,103,0,0,0,0,Yes,1, ,GALLATIN,JCT I-90,ENT R090E309OFAA/BEGIN ONEWAY ROADWAY/,0,0,{CF4A7444-B907-4D17-B901-A263111A5E0E},,,,
8274,2024,R090W000ONA,A,0.126,C229155,A,C229155A,000+0.074,000+0.200,0.074,0.2,31-1-035, , ,E,123,0, ,0,0,0,0, ,0,0,0,RMA_RMC_12,0,14,147,0,0,0,0,Yes,1, ,OUT OF STATE, , ,0,0,{17316751-A9B3-4EBE-B17E-06A479AC5D28},,,,
8275,2024,R090E298ONC,A,0.183,C474203,A,C474203A,000+0.000,000+0.183,0,0.183,16-3-106, , ,A,3396,0, ,0,0,0,0, ,0,0,0,UPA,0,10,103,0,0,0,0,Yes,1, ,GALLATIN,JCT AMSTERDAM RD,ENT R090E298ONCA/BEGIN ONEWAY ROADWAY/,0,0,{F1ABC651-EC4F-4363-8BD8-1BE86BDC7A5C},,,,
8276,2024,L-15-7964,A,0.245,C474221,A,C474221A,000+0.000,000+0.245,0,0.245,15-7B-111, , ,A,2623,0, ,0,0,0,0, ,0,0,0,UPA,0,10,103,0,0,0,0,Yes,1, ,FLATHEAD,JCT US 93 ALTERNATE ROUTE,ENT L-15-7964A/BEGIN ONEWAY ROADWAY/,0,0,{DDF0C13C-4827-4B4B-92F6-1AAD0F10F4CC},,,,
8277,2024,R090E384ONA,A,0.296,C229094,A,C229094A,000+0.000,000+0.296,0,0.296,49-3-019, , ,E,71,0, ,0,0,0,0, ,0,0,0,RMA_RMC_345,0,11,155,0,0,0,0,Yes,1, ,SWEET GRASS,JCT BRIDGER CREEK FRONTAGE RD,ENT R090E384ONAA/BEGIN ONEWAY ROADWAY/,0,0,{C216D849-2591-405E-82BA-177CCF998F6B},,,,
8278,2024,R090E309OFY,A,0.16,C229071,A,C229071A,000+0.000,000+0.160,0,0.16,16-3-065, , ,A,3323,0, ,0,0,0,0, ,0,0,0,UPA,0,12,103,0,0,0,0,Yes,1, ,GALLATIN, ,ENT R090E309OFYA/BEGIN ONEWAY ROADWAY,0,0,{B4C2DF67-AA7F-4CF2-B3CC-594394F89E17},,,,
8279,2024,L-53-1543,A,1.167,C247198,A,C247198A,000+0.000,001+0.167,0,1.167,059517T, , ,E,9,0, ,0,0,0,0, ,0,0,0,RMA_RMC_345,0,11,155,0,0,0,0, ,1, ,VALLEY,JCT S BENCH RD,ENT L-53-1543A/,0,0,{6A24E472-C981-4BB0-A78C-C54619C1479F},,,,
8280,2024,R090W343ONA,A,0.281,C229258,A,C229258A,000+0.000,000+0.281,0,0.281,34-2-031, , ,E,125,0, ,0,0,0,0, ,0,0,0,RMA_RMC_12,0,14,147,0,0,0,0,Yes,1, ,PARK,JCT UNDERPASS LN,ENT R090W343ONAA/BEGIN ONEWAY ROADWAY/,0,0,{54405A29-E491-4061-9F09-136BECB7EEC9},,,,
8281,2024,R090E065ONA,A,0.289,C325896,A,C325896A,000+0.000,000+0.289,0,0.289,31-2-048, , ,E,47,0, ,0,0,0,0, ,0,0,0,RMA_RMC_12,0,14,147,0,0,0,0,Yes,1, ,MINERAL,JCT CRYSTAL SPRINGS CROSSROAD E,ENT R090E065ONAA/BEGIN ONEWAY ROADWAY/,0,0,{1CB23C62-D13E-4C38-AE70-2C9174B06EA8},,,,
8282,2024,R090E510OFA,A,0.354,C229166,A,C229166A,000+0.000,000+0.354,0,0.354,02-4-017, , ,A,2412,0, ,0,0,0,0, ,0,0,0,RPA_45,0,10,148,0,0,0,0,Yes,1, ,BIG HORN,JCT I-90/US-212/US-87,ENT R090E510OFAA/BEGIN ONEWAY ROADWAY/,0,0,{659E731C-81AF-4544-A4D0-14CBEE1CDE35},,,,
8283,2024,L-15-7624,A,0.282,C472319,A,C472319A,000+0.000,000+0.282,0,0.282,15-7B-043, , ,E,4848,0, ,0,0,0,0, ,0,0,0,UMA_UC,0,13,116,0,0,0,0,Yes,1, ,FLATHEAD,JCT N-1 (US 2),ENT L-15-7624A/BEGIN ONEWAY ROADWAY/,0,0,{2E75FCD7-DD39-458D-9E35-253876E6E606},,,,
8284,2024,L-5-4100,A,0.031,C245911,A,C245911A,000+0.000,000+0.031,0,0.031,091428H, , ,A,24,0, ,0,0,0,0, ,0,0,0,RMA_RMC_345,0,11,155,0,0,0,0, ,2, ,CARBON,JCT N-4,ENT L-5-4100A/,0,0,{5D323FDB-C752-4AB9-A978-F82704C2E745},,,,
8285,2024,R090E309ONA,A,0.347,C229070,A,C229070A,000+0.000,000+0.347,0,0.347,16-3-066, , ,A,2155,0, ,0,0,0,0, ,0,0,0,UPA,0,12,103,0,0,0,0,Yes,1, ,GALLATIN,JCT MAIN ST,ENT R090E309ONAA/BEGIN ONEWAY ROADWAY/,0,0,{EDA42B8F-46AA-4F85-9557-F7C48EC0532E},,,,
8286,2024,R090E396OFA,A,0.204,C229091,A,C229091A,000+0.000,000+0.204,0,0.204,48-2-043, , ,E,46,0, ,0,0,0,0, ,0,0,0,RMA_RMC_345,0,11,155,0,0,0,0,Yes,1, ,STILLWATER,JCT I-90,ENT R090E396OFAA/BEGIN ONEWAY ROADWAY/,0,0,{19A9E32C-7C87-4323-B223-10DEC61912CA},,,,
8287,2024,L-56-4692,A,0.036,C247112,A,C247112A,000+0.000,000+0.036,0,0.036,56-4A-350, , ,E,10154,5, ,88,65,3,0, ,9,6,0,UMA_UC,9219,13,126,48,48,61,61, ,3, ,YELLOWSTONE,JCT ALKALAI CREEK RD,ENT L-56-4692A/,1.567,0,{DB3D295E-A0E3-4A72-8B25-A7EDC43D863B},,,,
8288,2024,L-32-5507,A,0.133,C232002,A,C232002A,000+0.000,000+0.133,0,0.133,060230P, , ,A,474,0, ,0,0,0,0, ,0,0,0,UMA_UC,0,13,116,0,0,0,0, ,2, ,MISSOULA,JCT SHERWOOD ST,ENT L-32-5507A/,0,0,{1685CD7B-FD07-4663-BDE9-171E8473BC8D},,,,
8289,2024,L-52-159,A,0.057,C247034,A,C247034A,000+0.000,000+0.057,0,0.057,087428B, , ,E,3,0, ,0,0,0,0, ,0,0,0,RMA_RMC_345,0,11,155,0,0,0,0, ,1, ,TREASURE,JCT X-81018 (FRONTAGE RD),ENT L-52-159A/,0,0,{ADFA1DEC-8BDA-4D88-91B4-133A31867C8F},,,,
8290,2024,R090E309ONY,A,0.148,C229069,A,C229069A,000+0.000,000+0.148,0,0.148,16-3-063, , ,A,2124,0, ,0,0,0,0, ,0,0,0,UPA,0,12,103,0,0,0,0,Yes,1, ,GALLATIN, ,ENT R090E309ONYA/BEGIN ONEWAY ROADWAY,0,0,{66FF2363-E948-489B-A85E-CCD15C04F47B},,,,
8291,2024,R090W077OFA,A,0.264,C229182,A,C229182A,000+0.000,000+0.264,0,0.264,32-3-070, , ,E,1058,0, ,0,0,0,0, ,0,0,0,RMA_RMC_12,0,14,147,0,0,0,0,Yes,1, ,MISSOULA, ,ENT R090W077OFAA/BEGIN ONEWAY ROADWAY,0,0,{32D2C287-4215-4095-B771-B507E877CAF9},,,,
8292,2024,R090E514OFA,A,0.297,C229164,A,C229164A,000+0.000,000+0.297,0,0.297,02-5-010, , ,A,426,0, ,0,0,0,0, ,0,0,0,RMA_RMC_345,0,11,155,0,0,0,0,Yes,1, ,BIG HORN,JCT I-90/US-87,ENT R090E514OFAA/BEGIN ONEWAY ROADWAY/,0,0,{F91180D6-E088-42AF-8C9C-02EEEB26C657},,,,
8293,2024,R015N194OFA,A,0.354,C251113,A,C251113A,000+0.000,000+0.354,0,0.354,25-7-035, , ,E,5113,0, ,0,0,0,0, ,0,0,0,UMA_UC,0,13,116,0,0,0,0,Yes,2, ,LEWIS AND CLARK,JCT I-15/US-287,ENT R015N194OFAA/BEGIN ONEWAY ROADWAY/,0,0,{90BE0ABD-46F9-45C3-9A25-48A378593E47},,,,
8294,2024,R090W514ONA,A,0.359,C229353,A,C229353A,000+0.000,000+0.359,0,0.359,02-5-011, , ,A,449,0, ,0,0,0,0, ,0,0,0,RMA_RMC_345,0,11,155,0,0,0,0,Yes,1, ,BIG HORN,JCT UNKNOWN,ENT R090W514ONAA/BEGIN ONEWAY ROADWAY/,0,0,{AF949A06-069F-4C0D-AE1B-13ECF7EFE6ED},,,,
8295,2024,R090W113ONA,A,0.266,C229220,A,C229220A,000+0.000,000+0.266,0,0.266,32-3-079, , ,A,797,0, ,0,0,0,0, ,0,0,0,UMA_UC,0,13,116,0,0,0,0,Yes,1, ,MISSOULA,JCT MISSOULA COUNTY ROUTE 760,ENT R090W113ONAA/BEGIN ONEWAY ROADWAY/,0,0,{399E206E-F604-4979-A2DA-3C3D1BDB25E0},,,,
8296,2024,L-56-4777,A,0.433,C248368,A,C248368A,000+0.000,000+0.433,0,0.433,56-4A-284, , ,E,592,0, ,0,0,0,0, ,0,0,0,RMA_RMC_345,0,11,155,0,0,0,0, ,2, ,YELLOWSTONE,JCT MARY ST,ENT L-56-4777A/,0,0,{D3A762F0-8963-4210-9056-535E9A0D8285},,,,
8297,2024,R090E352ONA,A,0.154,C229067,A,C229067A,000+0.000,000+0.154,0,0.154,34-2-035, , ,E,23,0, ,0,0,0,0, ,0,0,0,RMA_RMC_12,0,14,147,0,0,0,0,Yes,1, ,PARK,JCT PARK COUNTY ROUTE 042,ENT R090E352ONAA/BEGIN ONEWAY ROADWAY/,0,0,{338D7BB3-5BFC-4338-BF04-0F37DCD92028},,,,
8298,2024,L-49-915,A,0.599,C247011,A,C247011A,000+0.000,000+0.599,0,0.599,059948K, , ,E,20,0, ,0,0,0,0, ,0,0,0,RMA_RMC_345,0,11,155,0,0,0,0, ,2, ,SWEET GRASS,JCT LOCAL RD,ENT L-49-915A/,0,0,{C06E1894-521C-4827-B4E2-6AC741130D85},,,,
8299,2024,L-56-4633,A,0.043,C247053,A,C247053A,000+0.000,000+0.043,0,0.043,087337V, , ,E,59,0, ,0,0,0,0, ,0,0,0,RMA_RMC_345,0,11,155,0,0,0,0, ,2, ,YELLOWSTONE,JCT X-56788,ENT L-56-4633A/,0,0,{5AE69993-7EA8-445E-BBF3-BE8B985A05AA},,,,
8300,2024,L-21-1825,A,0.04,C246346,A,C246346A,000+0.000,000+0.040,0,0.04,091585B, , ,E,1,0, ,0,0,0,0, ,0,0,0,RMA_RMC_345,0,11,155,0,0,0,0, ,1, ,HILL,JCT N-10,ENT L-21-1825A/,0,0,{81ED4368-65AC-48CE-BDDD-1B09A1BD7639},,,,
8301,2024,R090W077ONA,A,0.259,C229181,A,C229181A,000+0.000,000+0.259,0,0.259,31-2-035, , ,E,89,0, ,0,0,0,0, ,0,0,0,RMA_RMC_12,0,14,147,0,0,0,0,Yes,1, ,MINERAL,JCT ADAMS ST,ENT R090W077ONAA/BEGIN ONEWAY ROADWAY/,0,0,{C88BEC6A-5D4B-4679-8BA8-9DA4FEE02D0C},,,,
8302,2024,R090E377ONA,A,0.318,C229096,A,C229096A,000+0.000,000+0.318,0,0.318,49-3-027, , ,E,86,0, ,0,0,0,0, ,0,0,0,RMA_RMC_345,0,11,155,0,0,0,0,Yes,1, ,SWEET GRASS,JCT HWY 10 E,ENT R090E377ONAA/BEGIN ONEWAY ROADWAY/,0,0,{16074543-707C-49D6-9E9A-3464242492CC},,,,
8303,2024,R090W201OFA,A,0.265,C229251,A,C229251A,000+0.000,000+0.265,0,0.265,12-1-023, , ,A,279,0, ,0,0,0,0, ,0,0,0,RMA_RMC_12,0,14,147,0,0,0,0,Yes,1, ,DEER LODGE, ,ENT R090W201OFAA/BEGIN ONEWAY ROADWAY,0,0,{AC11242E-7195-4BC1-839C-1050E5F380E5},,,,
8304,2024,R090W509OFA,A,0.229,C229346,A,C229346A,000+0.000,000+0.229,0,0.229,02-4-009, , ,A,310,0, ,0,0,0,0, ,0,0,0,RMA_RMC_345,0,11,155,0,0,0,0,Yes,1, ,BIG HORN, ,ENT R090W509OFAA/BEGIN ONEWAY ROADWAY,0,0,{AA1FBFBC-D98A-405A-9A5F-3F62EEE912CB},,,,
8305,2024,R090W437ONA,A,0.317,C229316,A,C229316A,000+0.000,000+0.317,0,0.317,56-4-058, , ,A,2229,0, ,0,0,0,0, ,0,0,0,UPA,0,12,103,0,0,0,0,Yes,1, ,YELLOWSTONE,JCT MAIN ST,ENT R090W437ONAA/BEGIN ONEWAY ROADWAY/,0,0,{13931734-FD06-45D0-AD66-E14DC4C70678},,,,
8306,2024,L-7-3491,A,0.534,C245953,A,C245953A,000+0.000,000+0.534,0,0.534,090773M, , ,E,80,0, ,0,0,0,0, ,0,0,0,RMA_RMC_345,0,11,155,0,0,0,0, ,1, ,CASCADE,JCT FLOOD RD,ENT L-7-3491A/,0,0,{A577202F-50CF-4012-9249-35E838E82F99},,,,
8307,2024,L-14-1541,A,0.071,C246001,A,C246001A,000+0.000,000+0.071,0,0.071,398682M, , ,E,41,0, ,0,0,0,0, ,0,0,0,RMA_RMC_345,0,11,155,0,0,0,0, ,2, ,FERGUS,JCT P-81,ENT L-14-1541A/,0,0,{5A558DE5-AFF4-4C1F-AD10-8903E7A51CA3},,,,
8308,2024,L-32-5705,A,0.186,C325705,A,C325705A,000+0.000,000+0.186,0,0.186,32-3-029, , ,A,3662,0, ,0,0,0,0, ,0,0,0,UPA,0,10,103,0,0,0,0,Yes,1, ,MISSOULA,JCT N-5,ENT L-32-5705A/BEGIN ONEWAY ROADWAY/,0,0,{27D6FD16-3159-4CC9-A213-C7D11C360647},,,,
8309,2024,R090W278OFA,A,0.239,C229229,A,C229229A,000+0.000,000+0.239,0,0.239,16-1-042, , ,E,1334,0, ,0,0,0,0, ,0,0,0,RMA_RMC_12,0,14,147,0,0,0,0,Yes,1, ,GALLATIN, ,ENT R090W278OFAA/BEGIN ONEWAY ROADWAY,0,0,{6EAFDFC1-D855-4EED-9974-3AE853B1E747},,,,
8310,2024,R090E316ONA,A,0.253,C229064,A,C229064A,000+0.000,000+0.253,0,0.253,16-3-080, , ,A,86,0, ,0,0,0,0, ,0,0,0,RMA_RMC_12,0,14,147,0,0,0,0,Yes,1, ,GALLATIN,JCT TRAIL CREEK,ENT R090E316ONAA/BEGIN ONEWAY ROADWAY/,0,0,{753E5B7D-586B-4D57-B7DE-697418A22F86},,,,
8311,2024,R090W216ONA,A,0.253,C229244,A,C229244A,000+0.000,000+0.253,0,0.253,47-1-043, , ,A,100,0, ,0,0,0,0, ,0,0,0,RMA_RMC_12,0,14,147,0,0,0,0,Yes,1, ,SILVER BOW,JCT PALMER ST,ENT R090W216ONAA/BEGIN ONEWAY ROADWAY/,0,0,{5187C7A0-51F4-4072-AFDB-4229AB9FE4D5},,,,
8312,2024,R090W120ONA,A,0.346,C229218,A,C229218A,000+0.000,000+0.346,0,0.346,32-4-017, , ,A,699,0, ,0,0,0,0, ,0,0,0,RMA_RMC_12,0,14,147,0,0,0,0,Yes,1, ,MISSOULA,JCT S-210,ENT R090W120ONAA/BEGIN ONEWAY ROADWAY/,0,0,{36A96EAF-76F2-4936-BF77-A255AB154982},,,,
8313,2024,L-32-189,A,0.931,C229613,A,C229613A,000+0.000,000+0.931,0,0.931,090709N, , ,A,259,0, ,0,0,0,0, ,0,0,0,RMA_RMC_12,0,14,147,0,0,0,0, ,2, ,MISSOULA,JCT MULLAN RD,ENT L-32-189A/,0,0,{C0F1F799-33BE-4984-A369-FBBE1E612D6D},,,,
8314,2024,R090E319ONA,A,0.203,C229062,A,C229062A,000+0.000,000+0.203,0,0.203,16-3-058, , ,A,134,0, ,0,0,0,0, ,0,0,0,RMA_RMC_12,0,14,147,0,0,0,0,Yes,1, ,GALLATIN,JCT JACKSON CREEK RD,ENT R090E319ONAA/BEGIN ONEWAY ROADWAY/,0,0,{1D664580-7004-4284-B883-16B691987DF6},,,,
8315,2024,R090W305ONA,A,0.361,C229281,A,C229281A,000+0.000,000+0.361,0,0.361,16-3-072, , ,A,6554,0, ,0,0,0,0, ,0,0,0,UPA,0,12,103,0,0,0,0,Yes,1, ,GALLATIN,JCT N 19TH AVE,ENT R090W305ONAA/BEGIN ONEWAY ROADWAY/,0,0,{A60DCCD8-FB78-472E-87B3-357F4F9D3F64},,,,
